Well_ID,X(ft),Y(ft),Completion,Elevation Kelly Bushing (ft), MD (ft),Poro(v/v),Permeability (mD),RHOB(g/cm3),DTS(us/ft),DT(us/ft),PEF(B/E),RD(OHMM),RS(OHMM),ROP,DENC(g/cm3),NPHI(v/v),Zone
Well_0,137106.82,83818.47,Upper,193.32,4708.991739,0.138549182,-999,2.4645501,171.3613509,90.11118047,6.773070034,-999,-999,15.78652737,0.062749231,0.290353712,Upper
Well_0,137106.82,83818.47,Upper,193.32,4715.551739,-999,-999,2.921066493,136.3155142,71.89055183,11.48636926,-999,-999,22.54683802,0.017635269,0.322055294,Upper
Well_0,137106.82,83818.47,Upper,193.32,4722.111739,0.036421489,-999,2.808723443,125.3105443,77.00058519,9.23231448,-999,-999,14.9532594,0.054959033,0.189226896,Upper
Well_0,137106.82,83818.47,Upper,193.32,4728.671739,-999,-999,2.774557387,117.9301579,68.67809686,8.68081069,-999,-999,20.58477999,0.067303866,0.160419138,Lower
Well_0,137106.82,83818.47,Upper,193.32,4735.231739,0.039010657,-999,2.98761976,142.0097126,69.29792871,11.42351746,-999,-999,22.55879147,0.031903559,0.318119699,Lower
Well_0,137106.82,83818.47,Upper,193.32,4741.791739,-999,-999,2.487657664,128.2720837,71.95269182,6.986433472,-999,-999,19.41075635,0.047630282,0.222925304,Lower
Well_0,137106.82,83818.47,Upper,193.32,4748.351739,0.205777196,-999,2.281149837,145.449109,84.5583966,5.431378384,-999,-999,14.71886382,0.057647886,0.200349512,Lower
Well_0,137106.82,83818.47,Upper,193.32,4754.911739,-999,-999,2.282652552,145.096993,84.59501153,5.477436226,-999,-999,14.72640543,0.057100165,0.199999671,Lower
Well_0,137106.82,83818.47,Upper,193.32,4761.471739,0.147835911,-999,2.453393919,177.5832065,89.02870791,6.541816521,-999,-999,12.24694902,0.065763175,0.259708108,Lower
Well_0,137106.82,83818.47,Upper,193.32,4768.031739,-999,-999,2.454598416,178.725055,89.12437917,6.520701274,-999,-999,12.17084254,0.064402112,0.259600528,Lower
Well_0,137106.82,83818.47,Upper,193.32,4774.591739,0.227294179,-999,2.262340579,135.3171011,83.65174298,5.507433001,-999,-999,14.94592492,0.05194301,0.184652735,Lower
Well_0,137106.82,83818.47,Upper,193.32,4781.151739,-999,-999,2.272508353,140.4100473,84.17465185,5.491065326,-999,-999,14.83234379,0.055051894,0.19220777,Lower
Well_0,137106.82,83818.47,Upper,193.32,4787.711739,0.219277073,-999,2.262378136,135.3206847,83.65436225,5.50789943,-999,-999,14.94582558,0.051970875,0.184641832,Lower
Well_0,137106.82,83818.47,Upper,193.32,4794.271739,-999,-999,2.262351688,135.3181611,83.65251773,5.507570964,-999,-999,14.94589553,0.051951252,0.18464951,Lower
Well_0,137106.82,83818.47,Upper,193.32,4800.831739,0.211745475,-999,2.293390579,143.7488371,84.74467998,5.456359964,-999,-999,14.83170037,0.059660866,0.202160422,Lower
Well_0,137106.82,83818.47,Upper,193.32,4807.391739,-999,-999,2.26235904,135.3188625,83.65303043,5.507662265,-999,-999,14.94587609,0.051956707,0.184647376,Lower
Well_0,137106.82,83818.47,Upper,193.32,4813.951739,0.207700299,-999,2.262351483,135.3181415,83.65250345,5.507568422,-999,-999,14.94589608,0.051951101,0.184649569,Lower
Well_0,137106.82,83818.47,Upper,193.32,4820.511739,-999,-999,2.261956573,132.2120246,82.09658331,5.446562345,-999,-999,14.96248782,0.046648557,0.180591984,Lower
Well_0,137106.82,83818.47,Upper,193.32,4827.071739,0.222919566,-999,2.228460144,100.0308343,73.04304787,5.431253346,-999,-999,11.90826082,0.052670568,0.231877313,Lower
Well_0,137106.82,83818.47,Upper,193.32,4833.631739,-999,-999,2.281149947,145.4493385,84.55833158,5.431325626,-999,-999,14.71885452,0.057649309,0.200349841,Lower
Well_0,137106.82,83818.47,Upper,193.32,4840.191739,0.197616321,-999,2.402250382,140.8034448,83.75355853,6.153453955,-999,-999,22.59638746,0.061748547,0.199349006,Lower
Well_0,137106.82,83818.47,Upper,193.32,4846.751739,-999,-999,2.953420523,147.3682498,62.61237738,10.15162251,-999,-999,22.43581883,0.103479304,0.347097337,Lower
Well_0,137106.82,83818.47,Upper,193.32,4853.311739,0.098576008,-999,2.700699668,75.05685994,51.2325415,6.129975674,-999,-999,10.71117797,0.074250581,-0.001900166,Lower
Well_1,132460.98,85832.77,Upper,187.15,4731.140545,-999,-999,2.564248467,-999,2.948473464,-999,149.8891801,160.0014899,-999,-999,0.100556671,-999
Well_1,132460.98,85832.77,Upper,187.15,4737.700545,-999,-999,2.589834593,-999,26.93987954,-999,132.4190711,146.0181793,-999,-999,0.117156436,-999
Well_1,132460.98,85832.77,Upper,187.15,4744.260545,-999,-999,2.661276973,-999,46.60348062,-999,11.04520125,9.527603559,-999,-999,0.057982733,-999
Well_1,132460.98,85832.77,Upper,187.15,4750.820545,-999,-999,2.570942626,-999,88.14892918,-999,113.3772902,108.4901774,-999,-999,0.122918936,-999
Well_1,132460.98,85832.77,Upper,187.15,4757.380545,-999,-999,2.569907282,-999,110.3678592,-999,308.7766735,233.0402522,-999,-999,0.21811903,-999
Well_1,132460.98,85832.77,Upper,187.15,4763.940545,-999,-999,2.345970348,-999,179.0569563,-999,159.8507072,152.0760933,-999,-999,0.675793997,-999
Well_1,132460.98,85832.77,Upper,187.15,4770.500545,-999,-999,2.271954575,-999,131.1805961,-999,64.2208691,71.69357674,-999,-999,0.58896245,-999
Well_1,132460.98,85832.77,Upper,187.15,4777.060545,-999,-999,2.272479741,-999,131.170236,-999,64.33105836,71.74933976,-999,-999,0.592238336,-999
Well_1,132460.98,85832.77,Upper,187.15,4783.620545,-999,-999,2.386921576,-999,121.6744444,-999,92.95027062,96.89177206,-999,-999,0.761047905,-999
Well_1,132460.98,85832.77,Upper,187.15,4790.180545,-999,-999,2.304739703,-999,113.7032993,-999,83.98691936,96.50011011,-999,-999,0.418128953,-999
Well_1,132460.98,85832.77,Upper,187.15,4796.740545,-999,-999,2.607973335,-999,43.34220896,-999,445.9912483,449.2084254,-999,-999,0.074802439,-999
Well_1,132460.98,85832.77,Upper,187.15,4803.300545,-999,-999,2.590935052,-999,56.05327596,-999,106.737703,114.0061604,-999,-999,0.097373159,-999
Well_1,132460.98,85832.77,Upper,187.15,4809.860545,-999,-999,2.777270761,-999,69.89985099,-999,266.6452653,309.9732236,-999,-999,0.131453653,-999
Well_1,132460.98,85832.77,Upper,187.15,4816.420545,-999,-999,2.607710295,-999,110.1917491,-999,397.7626843,312.4545862,-999,-999,0.108208849,-999
Well_1,132460.98,85832.77,Upper,187.15,4822.980545,-999,-999,2.607611362,-999,110.1978118,-999,398.0828335,315.0050953,-999,-999,0.108204535,-999
Well_1,132460.98,85832.77,Upper,187.15,4829.540545,-999,-999,2.39502607,-999,102.1902333,-999,80.32461811,79.51749962,-999,-999,0.414472816,-999
Well_1,132460.98,85832.77,Upper,187.15,4836.100545,-999,-999,2.608473457,-999,109.0682422,-999,-999,-999,-999,-999,0.126509083,-999
Well_1,132460.98,85832.77,Upper,187.15,4842.660545,-999,-999,2.262423859,-999,124.8138573,-999,64.41366114,70.57322092,-999,-999,0.543234888,-999
Well_1,132460.98,85832.77,Upper,187.15,4849.220545,-999,-999,2.625278492,-999,37.14752581,-999,125.3408527,141.9192052,-999,-999,0.130087651,-999
Well_1,132460.98,85832.77,Upper,187.15,4855.780545,-999,-999,2.5915409,-999,67.720064,-999,248.2239241,249.7555436,-999,-999,0.095062433,-999
Well_1,132460.98,85832.77,Upper,187.15,4862.340545,-999,-999,2.659575983,-999,59.9532082,-999,468.5362348,548.0742095,-999,-999,0.062329726,-999
Well_1,132460.98,85832.77,Upper,187.15,4868.900545,-999,-999,2.689408048,-999,56.1461641,-999,645.968154,740.7334754,-999,-999,0.038476075,-999
Well_1,132460.98,85832.77,Upper,187.15,4875.460545,-999,-999,2.664113415,-999,70.41842422,-999,205.2219212,185.2088687,-999,-999,0.163039194,-999
Well_1,132460.98,85832.77,Upper,187.15,4882.020545,-999,-999,2.645196636,-999,64.30268559,-999,204.1496678,162.4812427,-999,-999,0.097571342,-999
Well_1,132460.98,85832.77,Upper,187.15,4888.580545,-999,-999,2.663108886,-999,69.90965552,-999,187.652425,131.4534634,-999,-999,0.18190416,-999
Well_1,132460.98,85832.77,Upper,187.15,4895.140545,-999,-999,2.56278352,-999,66.06582335,-999,150.3555128,137.6054125,-999,-999,0.145934404,-999
Well_1,132460.98,85832.77,Upper,187.15,4901.700545,-999,-999,2.63265401,-999,42.27387136,-999,125.6982857,139.5008757,-999,-999,0.131397071,-999
Well_1,132460.98,85832.77,Upper,187.15,4908.260545,-999,-999,2.980362293,-999,82.6402789,-999,69.62320075,72.70170239,-999,-999,0.337198517,-999
Well_1,132460.98,85832.77,Upper,187.15,4914.820545,-999,-999,2.279276478,-999,124.0967433,-999,77.04970765,73.3678654,-999,-999,0.622148907,-999
Well_1,132460.98,85832.77,Upper,187.15,4921.380545,-999,-999,2.271298478,-999,118.2141419,-999,60.08564067,62.07186864,-999,-999,0.423887986,-999
Well_1,132460.98,85832.77,Upper,187.15,4927.940545,-999,-999,2.156532929,-999,126.4829948,-999,43.26447485,57.49027262,-999,-999,0.327344514,-999
Well_1,132460.98,85832.77,Upper,187.15,4934.500545,-999,-999,2.13681128,-999,119.5846352,-999,35.90383661,44.93940461,-999,-999,0.309949236,-999
Well_1,132460.98,85832.77,Upper,187.15,4941.060545,-999,-999,2.229517772,-999,125.0912759,-999,62.03592988,68.96842325,-999,-999,0.484708973,-999
Well_1,132460.98,85832.77,Upper,187.15,4947.620545,-999,-999,2.156541019,-999,126.4825707,-999,43.27183265,57.4948827,-999,-999,0.327384554,-999
Well_1,132460.98,85832.77,Upper,187.15,4954.180545,-999,-999,2.156548048,-999,126.4822023,-999,43.27822437,57.49888747,-999,-999,0.327419337,-999
Well_1,132460.98,85832.77,Upper,187.15,4960.740545,-999,-999,2.156524673,-999,126.4834275,-999,43.25696682,57.48556842,-999,-999,0.327303656,-999
Well_1,132460.98,85832.77,Upper,187.15,4967.300545,-999,-999,2.262201754,-999,124.8184964,-999,64.37258012,70.56353515,-999,-999,0.542854822,-999
Well_1,132460.98,85832.77,Upper,187.15,4973.860545,-999,-999,2.156534769,-999,126.4828984,-999,43.26614813,57.49132102,-999,-999,0.327353619,-999
Well_1,132460.98,85832.77,Upper,187.15,4980.420545,-999,-999,2.306398562,-999,110.4086528,-999,60.36573269,56.26861492,-999,-999,0.389211327,-999
Well_1,132460.98,85832.77,Upper,187.15,4986.980545,-999,-999,2.30874311,-999,110.2673009,-999,60.75719801,56.53489621,-999,-999,0.39763234,-999
Well_1,132460.98,85832.77,Upper,187.15,4993.540545,-999,-999,2.537666398,-999,121.8246741,-999,259.3402717,204.6525876,-999,-999,0.346643429,-999
Well_1,132460.98,85832.77,Upper,187.15,5000.100545,-999,-999,2.685419798,-999,66.38003709,-999,348.1467624,350.9785731,-999,-999,0.157551889,-999
Well_1,132460.98,85832.77,Upper,187.15,5006.660545,-999,-999,2.668583674,-999,49.28035046,-999,816.6423338,797.0074627,-999,-999,0.053598706,-999
Well_2,133634,82144.52,Upper,164.55,4687.021905,0.068448,0.01006,2.574826598,-999,65.75224798,6.161894981,-999,-999,14.69066403,0.061113196,0.082736564,-999
Well_2,133634,82144.52,Upper,164.55,4693.581905,-999,-999,2.582104373,-999,71.4091843,5.82795328,-999,-999,19.70924707,0.071401487,0.126254067,-999
Well_2,133634,82144.52,Upper,164.55,4700.141905,0.048057713,0.019500311,2.555803539,-999,70.22494942,5.757950387,-999,-999,14.52173378,0.07273912,0.105582911,-999
Well_2,133634,82144.52,Upper,164.55,4706.701905,-999,-999,2.492625492,-999,68.62830962,6.04450336,-999,-999,19.83530966,0.041055722,0.081081442,-999
Well_2,133634,82144.52,Upper,164.55,4713.261905,0.095023759,0.006209099,2.587924362,-999,72.80460362,8.753610643,-999,-999,17.19422015,-0.013635207,0.087704178,-999
Well_2,133634,82144.52,Upper,164.55,4719.821905,-999,-999,2.593754934,-999,71.93916512,6.279435372,-999,-999,19.02192288,0.075517761,0.119712124,-999
Well_2,133634,82144.52,Upper,164.55,4726.381905,0.062268384,0.007124895,2.524347685,-999,73.47922853,5.490594883,-999,-999,19.363431,0.076957838,0.12335402,-999
Well_2,133634,82144.52,Upper,164.55,4732.941905,-999,-999,2.585456963,-999,74.59364892,9.849868371,-999,-999,16.61244326,-0.043309295,0.148819816,-999
Well_2,133634,82144.52,Upper,164.55,4739.501905,0.110388576,0.199245439,2.455339437,-999,66.54072575,6.380887071,-999,-999,17.28525185,0.038497761,0.124673501,-999
Well_2,133634,82144.52,Upper,164.55,4746.061905,-999,-999,2.324110713,-999,76.46223955,5.483560632,-999,-999,17.61649169,0.052547981,0.12019847,-999
Well_2,133634,82144.52,Upper,164.55,4752.621905,0.1830374,1.182135919,2.335734141,-999,90.34486624,6.091666128,-999,-999,19.89023856,0.069820899,0.199785634,-999
Well_2,133634,82144.52,Upper,164.55,4759.181905,-999,-999,2.348430572,-999,86.16918115,5.826994202,-999,-999,19.75746838,0.04059795,0.12424082,-999
Well_2,133634,82144.52,Upper,164.55,4765.741905,0.103873159,0.049434624,2.451395162,-999,76.64811276,7.743853837,-999,-999,17.50468378,-0.042369715,0.114934039,-999
Well_2,133634,82144.52,Upper,164.55,4772.301905,-999,-999,2.532244104,-999,73.99210161,5.558677785,-999,-999,16.32129357,0.071095563,0.11255683,-999
Well_2,133634,82144.52,Upper,164.55,4778.861905,0.084004821,0.038889687,2.452896938,-999,76.43227316,7.627573273,-999,-999,17.51791046,-0.043103689,0.101515054,-999
Well_2,133634,82144.52,Upper,164.55,4785.421905,-999,-999,2.535651492,-999,71.65654575,5.644812828,-999,-999,18.93350285,0.065949803,0.099000225,-999
Well_2,133634,82144.52,Upper,164.55,4791.981905,0.06210155,0.045719678,2.506606512,-999,72.92810048,5.519627123,-999,-999,19.27490682,0.077806341,0.124902228,-999
Well_2,133634,82144.52,Upper,164.55,4798.541905,-999,-999,2.44511845,-999,76.00914128,7.872221405,-999,-999,17.49054919,-0.050167967,0.115884393,-999
Well_2,133634,82144.52,Upper,164.55,4805.101905,0.087988144,0.004870024,2.467398282,-999,67.0085392,6.241650914,-999,-999,17.77164923,0.031871428,0.105958753,-999
Well_2,133634,82144.52,Upper,164.55,4811.661905,-999,-999,2.40402419,-999,67.183,6.173953401,-999,-999,19.9539471,0.018058444,0.091146751,-999
Well_2,133634,82144.52,Upper,164.55,4818.221905,0.065510445,1.00E-06,2.506359501,-999,71.08204953,5.563130651,-999,-999,19.20388108,0.059917313,0.092156968,-999
Well_2,133634,82144.52,Upper,164.55,4824.781905,-999,-999,2.585115711,-999,74.65937399,9.500676932,-999,-999,17.18250414,-0.024802081,0.168350785,-999
Well_2,133634,82144.52,Upper,164.55,4831.341905,0.075524485,0.000332316,2.527129551,-999,72.9444622,5.488584437,-999,-999,18.95328773,0.086898914,0.129495657,-999
Well_2,133634,82144.52,Upper,164.55,4837.901905,-999,-999,2.587918305,-999,72.81177991,8.763975056,-999,-999,17.18282505,-0.014054491,0.08768449,-999
Well_2,133634,82144.52,Upper,164.55,4844.461905,0.036077366,0.028996107,2.553428911,-999,65.38822872,5.779688433,-999,-999,9.405526491,0.072644435,0.110657097,-999
Well_2,133634,82144.52,Upper,164.55,4851.021905,-999,-999,2.584257436,-999,64.2500107,6.893363685,-999,-999,19.94128177,0.043716654,0.065958877,-999
Well_2,133634,82144.52,Upper,164.55,4857.581905,0.056134229,0.028629538,2.552149508,-999,73.24920921,5.556696368,-999,-999,18.11225186,0.06964991,0.106699458,-999
Well_2,133634,82144.52,Upper,164.55,4864.141905,-999,-999,2.579459261,-999,74.65754273,9.891335374,-999,-999,16.50939057,-0.047308544,0.141643906,-999
Well_2,133634,82144.52,Upper,164.55,4870.701905,0.051021592,0.296997541,2.620302542,-999,66.10639306,6.50967665,-999,-999,19.93085442,0.067070499,0.065735915,-999
Well_2,133634,82144.52,Upper,164.55,4877.261905,-999,-999,2.484623411,-999,71.92250967,6.200941781,-999,-999,19.6353613,0.050703822,0.137433072,-999
Well_2,133634,82144.52,Upper,164.55,4883.821905,0.186142581,6.638342283,2.274655732,-999,87.24545367,5.822497291,-999,-999,19.93466656,0.049532643,0.161589331,-999
Well_2,133634,82144.52,Upper,164.55,4890.381905,-999,-999,2.286704937,-999,82.45367012,5.520751043,-999,-999,18.15970879,0.039564705,0.186477883,-999
Well_2,133634,82144.52,Upper,164.55,4896.941905,0.203744729,11.63011975,2.266871147,-999,92.43218655,5.756901185,-999,-999,19.74396087,0.05926917,0.21077668,-999
Well_2,133634,82144.52,Upper,164.55,4903.501905,-999,-999,2.189395374,-999,84.41038127,5.456604853,-999,-999,18.35225105,0.037466067,0.170999743,-999
Well_2,133634,82144.52,Upper,164.55,4910.061905,0.236048527,352.697773,2.155388546,-999,87.26820237,5.784272624,-999,-999,19.94307305,0.027161502,0.177149952,-999
Well_2,133634,82144.52,Upper,164.55,4916.621905,-999,-999,2.241896335,-999,85.48355587,5.664793092,-999,-999,19.03325133,0.043890724,0.219765903,-999
Well_2,133634,82144.52,Upper,164.55,4923.181905,0.134783634,2.322121998,2.36836508,-999,74.22561532,5.548099529,-999,-999,16.47063102,0.071219518,0.112790212,-999
Well_2,133634,82144.52,Upper,164.55,4929.741905,-999,-999,2.459899757,-999,73.08319419,5.324424355,-999,-999,14.52692349,0.066899965,0.117548873,-999
Well_2,133634,82144.52,Upper,164.55,4936.301905,0.098139315,0.015804126,2.520894172,-999,63.46492008,6.478520644,-999,-999,16.00028092,0.045844296,0.102124127,-999
Well_2,133634,82144.52,Upper,164.55,4942.861905,-999,-999,2.562314242,-999,61.47456472,7.168573925,-999,-999,19.94627198,0.032309561,0.063320601,-999
Well_2,133634,82144.52,Upper,164.55,4949.421905,0.073432887,0.097833594,2.555930832,-999,70.20659439,5.75657943,-999,-999,14.36780179,0.072905918,0.105629731,-999
Well_3,133634,82144.52,Upper,164.55,4734.050184,0.039348,-999,2.690694132,-999,71.00413479,6.81488245,487.0650021,702.5232105,16.64471002,0.062707921,0.071752127,Upper
Well_3,133634,82144.52,Upper,164.55,4740.610184,-999,-999,2.589631169,-999,65.50629267,5.96118949,184.1275163,197.6227959,18.96501728,0.07613378,0.105863743,Upper
Well_3,133634,82144.52,Upper,164.55,4747.170184,0.096052436,-999,2.513925103,-999,60.39175425,5.87008048,212.6048861,277.2176939,20.0156824,0.056664554,0.107090576,Upper
Well_3,140892.57,81747.12,Lower,179.92,4753.730184,-999,-999,2.748099574,-999,82.39066462,8.197958227,148.9399187,97.56469681,19.70308126,0.036705792,0.281649787,Upper
Well_3,140892.57,81747.12,Lower,179.92,4760.290184,0.139398282,-999,2.496109563,-999,82.60891806,6.058853855,160.3126947,194.3071254,19.91323861,0.064994915,0.204347221,Upper
Well_3,140892.57,81747.12,Lower,179.92,4766.850184,-999,-999,2.425849074,-999,83.14283503,5.557440298,78.5895969,79.3433664,18.98137132,0.073561821,0.186460731,Upper
Well_3,140892.57,81747.12,Lower,179.92,4773.410184,0.13821954,-999,2.443270591,-999,79.78914466,5.435813557,94.09217741,89.68124213,20.74971854,0.059845659,0.182993966,Upper
Well_3,140892.57,81747.12,Lower,179.92,4779.970184,-999,-999,2.580800677,-999,70.42242078,6.006936539,221.0551552,265.1968653,19.82175172,0.061999718,0.104850593,Upper
Well_3,140892.57,81747.12,Lower,179.92,4786.530184,0.030364521,-999,2.594498552,-999,71.59390522,6.408393103,228.5290064,233.8550409,24.72323347,0.052998552,0.155427533,Upper
Well_3,140892.57,81747.12,Lower,179.92,4793.090184,-999,-999,2.48564145,-999,66.65294673,6.067239136,154.9725408,183.6891792,19.91874966,0.06310775,0.124914763,Upper
Well_3,140892.57,81747.12,Lower,179.92,4799.650184,0.058291121,-999,2.6010986,-999,69.50297673,5.966010668,224.8181003,269.8538512,21.14824634,0.067049825,0.098676433,Upper
Well_3,140892.57,81747.12,Lower,179.92,4806.210184,-999,-999,2.668480259,-999,77.19268642,7.027754856,205.0863918,286.1706641,19.82934741,0.07574822,0.283592071,Upper
Well_3,140892.57,81747.12,Lower,179.92,4812.770184,0.078784392,-999,2.565749563,-999,72.21518746,6.177246164,183.3867048,201.9513395,18.02878602,0.062347681,0.115844052,Upper
Well_3,140892.57,81747.12,Lower,179.92,4819.330184,-999,-999,2.579900319,-999,72.39545566,6.331336081,206.6445758,251.7637409,17.68276178,0.048054015,0.112899362,Upper
Well_3,140892.57,81747.12,Lower,179.92,4825.890184,0.049566339,-999,2.602965737,-999,75.30512435,6.250330452,167.6317271,182.7070323,17.00933961,0.078688994,0.124043137,Upper
Well_3,140892.57,81747.12,Lower,179.92,4832.450184,-999,-999,2.585144002,-999,65.42112238,5.952505452,200.2210293,227.7600231,19.09312746,0.069178628,0.102226629,Upper
Well_3,140892.57,81747.12,Lower,179.92,4839.010184,0.100639267,-999,2.528888919,-999,60.24655123,5.910078112,222.5857729,310.3002051,20.02840684,0.054896717,0.102492544,Upper
Well_3,140892.57,81747.12,Lower,179.92,4845.570184,-999,-999,2.56420478,-999,69.46474021,6.144328277,170.4658024,213.73283,16.13630543,0.060325493,0.11411343,Upper
Well_3,140892.57,81747.12,Lower,179.92,4852.130184,0.075726353,-999,2.580800781,-999,70.42240104,6.006934483,221.0551789,265.1971503,19.82175198,0.061999675,0.104850683,Upper
Well_3,140892.57,81747.12,Lower,179.92,4858.690184,-999,-999,2.571295428,-999,71.04803013,6.125783828,176.3497057,177.9457126,16.647879,0.068527481,0.12695197,Upper
Well_3,140892.57,81747.12,Lower,179.92,4865.250184,0.084596303,-999,2.552550231,-999,69.57291405,6.022955572,137.7283287,164.6170335,20.28436119,0.064484297,0.12708322,Upper
Well_3,140892.57,81747.12,Lower,179.92,4871.810184,-999,-999,2.585705024,-999,66.80869191,5.911670442,207.0957147,241.6987291,19.32584786,0.070133371,0.101166898,Upper
Well_3,140892.57,81747.12,Lower,179.92,4878.370184,0.019566267,-999,2.693182448,-999,78.75024305,7.268814731,212.6841452,325.918492,19.80958145,0.071858534,0.283122926,Lower
Well_3,140892.57,81747.12,Lower,179.92,4884.930184,-999,-999,2.593494493,-999,64.6386694,6.013079297,201.6704256,222.8680919,19.09611097,0.069376872,0.098289537,Lower
Well_3,140892.57,81747.12,Lower,179.92,4891.490184,0.080192115,-999,2.577050022,-999,74.78644882,6.076351907,195.0604436,233.33152,21.71439326,0.06279997,0.144798987,Lower
Well_3,140892.57,81747.12,Lower,179.92,4898.050184,-999,-999,2.56469979,-999,74.10645195,6.071251576,179.8130666,195.7922498,18.34211473,0.0722971,0.13389773,Lower
Well_3,140892.57,81747.12,Lower,179.92,4904.610184,0.155516878,-999,2.445804385,-999,84.08749984,5.60075004,83.46333244,89.20010561,18.01530719,0.065595615,0.179540573,Lower
Well_3,140892.57,81747.12,Lower,179.92,4911.170184,-999,-999,2.406353901,-999,79.79114466,5.28818654,76.12326308,72.39609979,21.29299501,0.061450359,0.18709788,Lower
Well_3,140892.57,81747.12,Lower,179.92,4917.730184,0.200261254,-999,2.365298126,-999,81.01330313,5.271926014,65.63044042,60.8745638,18.09770819,0.052212313,0.192607629,Lower
Well_3,140892.57,81747.12,Lower,179.92,4924.290184,-999,-999,2.353461792,-999,80.72880824,5.336386382,55.06359389,52.6401961,22.01416746,0.042228614,0.184174417,Lower
Well_3,140892.57,81747.12,Lower,179.92,4930.850184,0.195948231,-999,2.356252193,-999,83.39491464,5.253141425,66.5341982,67.26468787,23.3580628,0.040885774,0.179971594,Lower
Well_3,140892.57,81747.12,Lower,179.92,4937.410184,-999,-999,2.338203643,-999,88.53187396,5.51383787,44.04426032,39.77867169,19.02643065,0.045944713,0.216503621,Lower
Well_3,140892.57,81747.12,Lower,179.92,4943.970184,0.211832772,-999,2.315965315,-999,83.84703759,5.398683267,53.13519254,50.87395505,23.9590383,0.036069878,0.207839249,Lower
Well_3,140892.57,81747.12,Lower,179.92,4950.530184,-999,-999,2.5561,-999,69.09889933,6.422951347,191.2720926,232.4830975,20.98003776,0.050032701,0.104293803,Lower
Well_3,140892.57,81747.12,Lower,179.92,4957.090184,0.068046005,-999,2.527796164,-999,76.25587205,6.405850934,176.9484107,191.1500619,18.4453782,0.052801644,0.164844465,Lower
Well_3,140892.57,81747.12,Lower,179.92,4963.650184,-999,-999,2.544594437,-999,65.90575645,5.778602974,168.8031949,179.2994944,19.93691048,0.06787141,0.112408797,Lower
